,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist,cluster
4360,Skrillex,Midnight Hour with Boys Noize & Ty Dolla $ign,Midnight Hour with Boys Noize & Ty Dolla $ign,5AFrctm65wWIqJsjHPPx85,0.795,0.899,0,-4.202,1,0.0685,0.00235,0.000392,0.199,0.329,125.978,198839,4,,1
4361,Denzel Curry,ZUU,RICKY,2QbGvQssb0VLLS4x5NOmyJ,0.776,0.562,9,-6.901,1,0.363,0.0399,0.0,0.138,0.521,169.03,147867,4,,4
4362,blackbear,digital druglord,do re mi,3Q3myFA7q4Op95DOpHplaY,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,212027,3,,7
4363,Devault,Stay,Stay (feat. Njomza & Bipolar Sunshine),6ukLaivOPRHbA0xeOlme8W,0.71,0.458,10,-9.929,1,0.0874,0.231,0.000195,0.1,0.262,113.95,291450,4,,2
4364,DROELOE,A Moment In Time,Sunburn,6ppDvLfqpNsoi1Gv10hr9F,0.694,0.726,0,-7.297,0,0.0322,0.12,0.00258,0.215,0.451,105.968,226981,4,,0
4365,Meek Mill,"That's My N**** (with Meek Mill, YG & Snoop Dogg) [From Bright: The Album]","That's My N**** (with Meek Mill, YG & Snoop Dogg)",3i1B1PnsfnOQPGVIzhf1lr,0.723,0.732,11,-5.514,1,0.0864,0.11,0.0,0.484,0.503,104.991,199747,4,,8
4366,SINAN,Min väg,Min väg,5ai0EzaWfDuFnYAhx2gAK4,0.621,0.637,9,-6.078,0,0.0653,0.413,0.00051,0.109,0.305,105.991,194702,4,,0
4367,Meek Mill,Dreams Worth More Than Money,Lord Knows (feat. Tory Lanez),57hCSu4zMTdnSum7NBL1Ye,0.434,0.695,10,-7.464,0,0.485,0.0168,0.0,0.834,0.16,167.309,318840,4,,8
4368,Meek Mill,DC4,Blue Notes,7Gs3otHnZDq514kFHf0nx7,0.515,0.431,4,-8.251,1,0.257,0.665,0.0,0.147,0.184,141.392,227809,4,,2
4369,Lykke Li,I Follow Rivers (Remixes),I Follow Rivers - The Magician Remix,40ogYHQCVmrUJ2jCiM2odT,0.786,0.709,9,-5.737,0,0.0395,0.0192,0.00118,0.0845,0.285,122.019,281107,4,,0
4370,Meek Mill,Championships,Intro,3EQ9QP2E7wjYQba8OSPBst,0.678,0.76,1,-5.546,1,0.221,0.0557,0.0,0.359,0.24,96.044,213402,4,,1
4371,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,211440,4,,1
4372,Burak Yeter,Friday Night,Friday Night,6OcmR7F2v1WDGP5x76zJmN,0.79,0.67,6,-6.048,1,0.0339,0.21,6.43e-05,0.0785,0.712,98.009,162772,4,,5
4373,The Weeknd,Beauty Behind The Madness,Shameless,6C6fHTuFUxVtJpBOOaMvJr,0.603,0.563,6,-8.313,1,0.027,0.147,0.0,0.109,0.234,100.06,253507,4,,5
4374,The Weeknd,"My Dear Melancholy,",Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,3,,7
4375,The Weeknd,"My Dear Melancholy,",Hurt You,6QdnKD1zwEgyOWtkrdzlOF,0.476,0.718,5,-7.227,0,0.149,0.263,0.00261,0.109,0.361,183.932,230027,4,,3
4376,The Weeknd,"My Dear Melancholy,",Wasted Times,72TyiiduRmczEbDIEtKQdR,0.562,0.674,10,-6.049,0,0.0851,0.622,2.04e-05,0.111,0.293,122.699,220293,4,,0
4377,Harry Styles,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,4,,3
4378,Céline Dion,Imperfections / Lying Down / Courage,Lying Down,7ngXceNZQmBg13x74YCocu,0.467,0.483,3,-6.167,0,0.0291,0.348,0.0,0.227,0.162,74.995,236444,4,,2
4379,Lil Peep,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),2v5JTeM6hSmi5wWy7jiwrI,0.741,0.845,5,-3.568,0,0.0381,0.15,0.0,0.174,0.926,129.939,233613,4,,0
4380,Lady Gaga,The Fame Monster (Deluxe Edition),Bad Romance,0SiywuOBRcynK0uKGWdCnn,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,4,,1
4381,iann dior,gone girl,gone girl,6G0FACzGN80Dj2v4ass5rq,0.677,0.714,11,-5.637,1,0.0287,0.162,0.0,0.0717,0.355,94.956,136568,4,,5
4382,JAY-Z,Watch The Throne,No Church In The Wild,7r6PigmGzlB3YPB7wvBBbi,0.654,0.75,8,-7.509,0,0.105,0.244,0.0178,0.167,0.557,92.773,272507,4,,0
4383,JAY-Z,The Blueprint 3,Run This Town,7LR85XLWw2yXqKBSI5brbG,0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,86.844,267520,4,,4
4384,JAY-Z,Watch The Throne,Ni**as In Paris,1auxYwYrFRqZP7t3s7w4um,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,219333,4,,4
4385,Macklemore,GEMINI,Ain't Gonna Die Tonight (feat. Eric Nally),1FgmP7AOTcn7MGYmImj0kn,0.687,0.768,7,-5.579,0,0.14,0.232,0.0,0.118,0.865,81.977,214720,4,,0
4386,Pendulum,The Reworks,"The Island, Pt. 1 (Dawn) - Skrillex Remix",0jSvm9INXBdV6fzFbONmD7,0.667,0.747,9,-6.665,0,0.122,0.0333,0.00112,0.362,0.59,75.028,209583,4,,0
4387,David Guetta,Nothing but the Beat (Ultimate Edition),Where Them Girls At (feat. Nicki Minaj & Flo Rida),7ks6AZmFcm3Y6PGGxGSmlB,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,194840,4,,1
4388,Jennifer Lopez,This Is Me...Then,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,7LqjznQwfrax7MjQXmxqdQ,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100.0,187840,4,,5
4389,Stephen,Sincerely,Crossfire,5lJH3o6AFW9Aig1CdRdAF1,0.323,0.558,5,-5.292,0,0.337,0.459,2.81e-06,0.676,0.199,73.552,270511,4,,8
4390,Stephen,Sincerely,Remembering Myself,1bxC2M337HfYDOr6Dx5rlW,0.6,0.782,9,-3.033,0,0.187,0.168,0.0,0.0443,0.494,149.877,210075,4,,0
4391,Pyhimys,Olisinpa täällä,Styroxista rakennettu talo,1mg5ItPmjY3mHUpYsG188S,0.557,0.689,6,-7.318,0,0.0494,0.295,0.000992,0.122,0.215,83.94,343882,4,,0
4392,Pyhimys,Olisinpa täällä,Kas vain,0IP81iEAzRhYcWEnV83Hnu,0.583,0.758,9,-9.742,0,0.0435,0.141,0.0375,0.127,0.208,85.018,295751,4,,0
4393,Pyhimys,Olisinpa täällä,Optinen harha (feat. Ellips),0hEsgkCeJYDkNykpM8CCjE,0.58,0.703,5,-7.889,0,0.0558,0.233,0.000433,0.169,0.819,82.647,234040,4,,0
4394,Gasellit,Kiittämätön,Ime huiluu,5f53KK6fW02pSKbkxlFVhI,0.803,0.878,9,-4.602,1,0.0811,0.0366,4.46e-06,0.334,0.577,125.005,195253,4,,5
4395,AREA21,Spaceships,Spaceships,1Szod3mLKHywl09AOy08Xc,0.441,0.766,6,-5.921,0,0.0533,0.0181,1.6e-06,0.509,0.52,150.054,169608,4,,8
4396,AREA21,Glad You Came,Glad You Came,7xHfguzndSR2jOpMxzqh3r,0.655,0.804,8,-5.288,1,0.0798,0.0605,0.000535,0.381,0.399,104.95,152583,4,,5
4397,AREA21,HELP,HELP,3ey7v4OxmWKgp8ynQnk4XW,0.665,0.459,8,-9.867,0,0.161,0.212,0.0,0.0919,0.525,137.633,184760,4,,0
4398,AREA21,We Did It,We Did It,6RH49kOurGNl02pT2iKOOp,0.576,0.733,7,-5.278,0,0.0288,0.00135,0.000215,0.107,0.551,150.12,179212,4,,0
4399,AREA21,Girls,Girls,53px9hATIRtXWwGGLK1pCy,0.736,0.571,8,-5.5,0,0.252,0.0409,0.00518,0.407,0.38,137.089,151542,4,,4
4400,Martin Garrix,Wizard,Wizard,2tALSDYiJy9a1ZxZaee8J4,0.575,0.913,7,-5.019,1,0.067,0.00704,0.733,0.591,0.222,127.944,281395,4,,6
4401,Jay Hardway,Golden Pineapple,Golden Pineapple,2hNzhAJqtVIHlcTwmPJFf0,0.667,0.948,9,-4.149,0,0.104,0.000696,0.973,0.151,0.323,125.973,188110,4,,6
4402,Jay Hardway,EDM Bubble,EDM Bubble,5wlscxWc7OyrsE22xToo1N,0.63,0.839,6,-3.971,0,0.0422,0.0313,0.537,0.122,0.624,127.98,142503,4,,0
4403,Martin Garrix,Spotless,Spotless,3lBoISh2FvtpdQt1lsU9nN,0.517,0.828,8,-5.648,0,0.0482,9.69e-05,0.841,0.411,0.0605,128.077,195005,4,,6
4404,Chris Brown,No Guidance (feat. Drake),No Guidance (feat. Drake),7FEwp8BavoEVE3AnxJDchc,0.698,0.454,1,-6.756,0,0.151,0.123,0.0,0.155,0.137,92.932,260640,4,,0
4405,Lucas,Lucas,Sekaisin Sarasta,5jz1gJQGqUBvZrfNoaw3tG,0.664,0.656,8,-4.7,0,0.0273,0.0178,0.0,0.0984,0.263,96.05,177453,4,,0
4406,Lil Nas X,Panini,Panini - DaBaby Remix,4SDgTLDYrJ2UrHbkRkg7MD,0.717,0.598,5,-5.613,0,0.0809,0.22,0.0,0.122,0.496,153.905,151040,4,,0
4407,XXXTENTACION,?,Moonlight,0JP9xo3adEtGSdUEISiszL,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4,,0
4408,Migos,T-Shirt,T-Shirt,2HgGPga67UQXWW2JLuYE6E,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023,242407,4,,0
4409,Ghostemane,Hexada,Mercury: Retrograde,2Vc6NJ9PW9gD9q343XFRKx,0.831,0.814,2,-7.364,1,0.42,0.0598,0.0134,0.0556,0.389,156.985,124539,4,,4
4410,Lil Skies,Red Roses (LIOHN's Tokyo Drift Remix),Red Roses - LIOHN's Tokyo Drift Remix,5LIX0JWid6ASLhAikVo3Ah,0.744,0.63,10,-6.409,1,0.169,0.178,0.0,0.115,0.647,140.049,223385,4,,5
4411,iamjakehill,Rip X,Rip X,0RzAihLqsEg9Qcm4pfPbG2,0.693,0.434,1,-9.366,1,0.193,0.418,0.0,0.338,0.685,63.033,159327,4,,2
4412,Lil Gnar,FIRE HAZARD,Death Note,310YHyec9UxRfn30XRje5J,0.762,0.709,11,-5.333,1,0.337,0.141,0.0,0.0798,0.537,174.041,167520,4,,4
4413,Dax,My Last Words,My Last Words,0hsl5A7PsMB5i4alm7ozIu,0.73,0.789,5,-5.424,0,0.311,0.487,0.0,0.11,0.513,150.2,174168,4,,4
4414,Lil Tjay,True 2 Myself,F.N,0RLLvYBopDwooCyvnTwgYu,0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,224000,1,,7
4415,Usher,Raymond v Raymond (Expanded Edition),DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,220800,4,,0
4416,Dorrough Music,La La La (feat. Wiz Khalifa),La La La (feat. Wiz Khalifa),06cHfRigADx8K8oyvQUZTu,0.775,0.729,10,-7.005,0,0.0765,0.182,0.0,0.0802,0.588,147.994,240000,4,,0
4417,YK Osiris,Worth It,Worth It,4XiGKQqbmnMVxDzUj6j3f2,0.764,0.528,5,-4.082,0,0.0588,0.468,0.0,0.0811,0.422,123.936,189253,5,,0
4418,Dominic Fike,"Don't Forget About Me, Demos",3 Nights,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,177667,4,,0
4419,Haloo Helsinki!,Maailma on tehty meitä varten,Huuda!,4awkMNWVKjEwMtXO198g32,0.627,0.87,11,-5.626,0,0.0452,0.00382,0.0,0.158,0.661,107.983,242067,4,,0
4420,XXXTENTACION,Bad Vibes Forever,bad vibes forever,03eJ2DclFWXYU8GWgANdmZ,0.8,0.526,8,-5.153,1,0.0716,0.334,0.00174,0.0571,0.746,129.874,150475,4,,5
4421,Juice WRLD,Let Me Know (I Wonder Why Freestyle),Let Me Know (I Wonder Why Freestyle),3wwo0bJvDSorOpNfzEkfXx,0.635,0.537,7,-7.895,0,0.0832,0.172,0.0,0.418,0.383,125.028,215381,4,,0
4422,NLE Choppa,Shotta Flow 3,Shotta Flow 3,0OsYwz3SCLD98IvWfdLeRQ,0.724,0.716,8,-5.258,0,0.385,0.00843,0.0,0.892,0.812,128.026,181238,4,,8
4423,Erakossa,Nollauspäivä,Se jonka mä päästin karkuun,0xr8v0qpgthBynnQlqbj6M,0.715,0.748,0,-5.142,1,0.0366,0.0868,0.0,0.227,0.681,121.265,211794,4,,1
4424,ibe,Vika Päivä / KIRPPARINARKKARI,KIRPPARINARKKARI,5NfAar0BNgs9O9FFDUvoZS,0.907,0.569,1,-6.797,1,0.143,0.265,0.0,0.118,0.227,120.031,250207,4,,1
4425,ibe,NONSENSE,KUU-UKKO,2nv10rLgB1pQRFQQVtuao3,0.882,0.394,8,-10.794,1,0.282,0.438,0.00015,0.0922,0.328,131.995,163504,4,,4
4426,Apulanta,Kiila,Armo,0Mzy06kcP4PlpGD3P74OWg,0.393,0.754,8,-5.083,0,0.0335,0.000242,0.0,0.102,0.389,74.474,260987,4,,0
4427,Cledos,TÄN KAA,TÄN KAA (feat. BIZI),2grPzYoVE4j93M7JzZqHSp,0.949,0.623,8,-6.746,1,0.114,0.00491,0.000452,0.101,0.587,101.998,171289,4,,5
4428,Cledos,Boboff Tape,Made in Italy,2tWJ4xejt3w4sjrUuULuYo,0.777,0.835,7,-5.497,1,0.134,0.116,1.29e-06,0.128,0.665,82.509,179256,4,,5
4429,Cledos,Töis (feat. Deezydavid),Töis (feat. Deezydavid),6fJ2AvT8mPihdVIMU51VQ6,0.774,0.734,1,-4.912,1,0.262,0.237,0.0,0.0818,0.306,130.374,132500,4,,4
4430,Cledos,Boboff Tape,BINGO!,0UZFuM9XJZICs2qmO6IO2G,0.857,0.738,11,-5.025,0,0.246,0.032,0.0493,0.287,0.586,139.046,120863,3,,7
4431,Cledos,Boboff Tape,Fendi Jeans,41L2mZA1Gv3tGkahuKXE6M,0.752,0.283,1,-9.582,1,0.152,0.413,0.00321,0.112,0.323,119.027,113193,4,,2
4432,Cledos,Boboff Tape,Marvel,428hcBIzHGmj9trieTLgAq,0.791,0.628,1,-4.135,1,0.166,0.0674,0.000305,0.107,0.291,133.862,144179,4,,1
4433,Cledos,Boboff Tape,Vintage Chanel,7ewnHAx4yS1YS1tKUXJ2f8,0.816,0.83,2,-7.063,1,0.228,0.00108,0.000314,0.326,0.776,160.039,134250,4,,4
4434,Cledos,Boboff Tape,Mä,4X6nOtSUnQZi8dybVo3GXj,0.821,0.848,10,-3.981,1,0.187,0.236,0.323,0.169,0.86,136.025,171176,4,,5
4435,Cledos,Swipe,Swipe,4MQ7qqL6vq5hDd43Q7gXdd,0.841,0.878,5,-5.025,0,0.205,0.39,0.000131,0.19,0.83,133.004,259972,4,,0
4436,Cledos,Alo EP,Töis,5Ul9s4aYIK28zX14v8TTeX,0.725,0.735,0,-4.912,0,0.299,0.237,0.0,0.0815,0.294,130.072,132500,4,,4
4437,MELO,ELEKTRI,VOLKSWAGEN,6Hh3b626cGBkr2ZBxvLnAr,0.89,0.711,1,-10.201,1,0.231,0.00233,0.0,0.0864,0.931,149.987,194145,4,,4
4438,ibe,Luota Muhun,Tonnin Stiflat,5a9KOMsfgUGNkPy3jScRA2,0.727,0.542,10,-10.009,1,0.141,0.0298,1.55e-06,0.131,0.394,171.972,218942,4,,5
4439,ibe,IBELIUS,Paranoidi,2XVVJxB1KN7gP9x0erJQeN,0.838,0.561,5,-9.341,1,0.0759,0.153,0.000273,0.0918,0.788,144.912,175298,4,,5
4440,ibe,IBELIUS,39N,4bzyb1M5haVd3cclfn4lta,0.836,0.552,5,-9.738,0,0.204,0.137,4.96e-05,0.146,0.673,165.975,174323,4,,4
4441,ibe,IBELIUS,EDGY,50vM3juwVWB5YOd5dqibSo,0.889,0.517,9,-9.085,0,0.0512,0.0447,0.000209,0.0944,0.612,144.005,246286,4,,0
4442,ibe,IBELIUS,Cudi,1GqpXOBzLc4nAGFhZBvaob,0.752,0.51,7,-11.726,0,0.09,0.0229,7.65e-05,0.0643,0.701,155.073,211509,4,,0
4443,ibe,IBELIUS,Kendama,7A2h7QW0njdFi1mQtVnMGH,0.786,0.491,5,-9.531,0,0.0791,0.41,4.51e-05,0.171,0.308,139.992,157939,4,,2
4444,ibe,IBELIUS,Stadi On Kylmä,6CerBKFjYmubYtdj6GLFgL,0.885,0.6,4,-10.064,0,0.0983,0.333,0.00419,0.682,0.609,126.014,211533,4,,8
4445,ibe,IBELIUS,Ibelius,06ptJKiO5D29x7rAewISEW,0.354,0.103,6,-17.022,0,0.0377,0.906,0.00165,0.0968,0.207,169.968,204992,4,,2
4446,ibe,NONSENSE,KERRO MULLE,6rTg6fdDfdF0rjMLr3EbDf,0.685,0.555,8,-10.806,0,0.0428,0.0615,0.0168,0.335,0.568,149.948,199212,4,,0
4447,ibe,NONSENSE,SUDET,5LQWtoQrSpxoLR2DU7hFRf,0.786,0.578,4,-7.314,0,0.0455,0.247,0.743,0.143,0.14,145.013,166703,4,,6
4448,ibe,NONSENSE,MUOTOKUVA,6YCaUL6EQpe8iqat8JiU49,0.823,0.655,9,-7.56,0,0.151,0.359,0.00061,0.0507,0.873,148.48,174687,4,,0
4449,ibe,NONSENSE,ONLINE - OFFLINE,23jUx2YnPrNelGNd5W6at3,0.94,0.365,0,-10.976,1,0.0665,0.307,0.00597,0.088,0.402,130.004,199500,4,,2
4450,ibe,NONSENSE,NONSENSE,4kIMCqa9EzSqmvjfVkoczP,0.849,0.472,9,-10.03,1,0.264,0.0301,0.00666,0.0681,0.913,156.024,189229,4,,4
4451,ibe,IBE,Keskusteluja,3vkUjiFYLUicWjrEF8sXlk,0.704,0.728,9,-8.482,0,0.105,0.00498,1.95e-06,0.0813,0.595,77.554,205825,4,,0
4452,ibe,IBE,Rakastuminen,3H13hnucLcMQvkYC2UTm8i,0.719,0.543,10,-8.084,0,0.0897,0.194,0.0,0.0866,0.556,139.996,183452,4,,0
4453,ibe,IBE,HEI,64oHn1RIiDu4kvffwzoMXD,0.689,0.624,6,-9.761,1,0.331,0.404,0.0,0.131,0.545,99.624,260508,4,,4
4454,ibe,Oma iTT3s,Oma iTT3s,3kHCVkXavqxO1j9wJqbB8k,0.484,0.591,8,-8.453,0,0.123,0.145,3.94e-06,0.0806,0.803,173.553,183613,3,,7
4455,ibe,Vika Päivä / KIRPPARINARKKARI,Vika Päivä,7blash3JAL58edj0yuaUjW,0.88,0.641,8,-7.459,0,0.104,0.145,7.58e-05,0.0782,0.685,128.017,204207,4,,0
4456,ibe,Monologi,Monologi,18CHfXjm2JZtIFlxYVz2Sq,0.83,0.29,11,-10.555,1,0.413,0.258,0.0383,0.109,0.234,118.164,219016,4,,4
4457,Mouhous,Äänii,Äänii,7qCT0FQxJYTzpUyoC10GEQ,0.795,0.746,11,-5.702,1,0.0543,0.0156,0.0,0.0643,0.839,124.913,204115,4,,5
4458,Mouhous,Likaset Vansit,Likaset Vansit,2TvEe9idW8qbVBLiYI1n6l,0.584,0.535,1,-6.207,0,0.0563,0.295,0.0,0.217,0.5,169.954,205971,4,,0
4459,Enrique Iglesias,Euphoria,Tonight (I'm Lovin' You),79R98MwYRcQZdAzjjzUbiX,0.651,0.884,0,-3.986,0,0.0533,0.0242,5.36e-06,0.202,0.285,125.941,231293,4,,0
4460,Y2K,Lalala (Remix - [feat. Enrique Iglesias & Carly Rae Jepsen]),Lalala - Remix - [feat. Enrique Iglesias & Carly Rae Jepsen],4XZIuf6EJw8HKOkRC9Jlj4,0.871,0.417,9,-7.864,1,0.0781,0.18,0.0,0.103,0.524,129.952,175253,4,,5
4461,DaBaby,KIRK,TOES (feat. Lil Baby & Moneybagg Yo),2FvD20Z8aoWIePi7PoN8sG,0.816,0.582,8,-4.141,1,0.341,0.0794,5.84e-06,0.0916,0.542,160.004,136366,4,,4
4462,Young Roc,Fear of Floating,We Are Not the Same,0ThoRrB0xQHnBRcosHoYFW,0.859,0.179,7,-10.199,0,0.139,0.0333,0.0107,0.324,0.0806,135.001,116085,4,,4
4463,Baby Keem,ORANGE SODA,ORANGE SODA,6b5fPdo7XNZrwcTASG1hK7,0.83,0.564,1,-7.822,1,0.235,0.177,0.0,0.128,0.107,85.042,129882,4,,4
4464,Kamaiyah,A Good Night in the Ghetto,Fuck It up (feat. Yg),4rr19p6NPfg8oUazZQnkS8,0.634,0.669,0,-7.369,1,0.0682,0.432,0.0,0.552,0.431,98.044,141845,4,,8
4465,JAY-Z,The Blueprint 3,Empire State Of Mind,2igwFfvr1OAGX9SKDCPBwO,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,276920,4,,4
4466,JP Saxe,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),2kJwzbxV2ppxnQoYw4GLBZ,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,208687,4,,2
4467,Tyga,Ayy Macarena,Ayy Macarena,6LcauUZjF1eXQrgqMUecHX,0.816,0.629,2,-5.568,1,0.226,0.133,0.0,0.0692,0.714,96.493,131607,4,,4
4468,Doja Cat,Juicy,Juicy,7qvsl2pYzrsYgPeFBN5jxp,0.786,0.658,0,-2.61,1,0.0661,0.0856,0.0,0.0689,0.458,170.037,202333,4,,1
4469,K CAMP,Wayy 2 Kritical,Lottery (Renegade),4dZTZbmJBCCofAExHwefda,0.915,0.556,1,-8.601,1,0.216,0.0145,0.000179,0.0733,0.67,148.964,170947,4,,4
4470,Doja Cat,Amala,Candy,1VJwtWR6z7SpZRwipI12be,0.689,0.516,8,-5.857,1,0.0444,0.513,0.0,0.163,0.209,124.876,190920,4,,2
4471,Elastinen,Epäröimättä hetkeekään,Epäröimättä hetkeekään,6efE8dnOMEq6omfJK96lCM,0.47,0.669,8,-8.087,0,0.0728,0.0349,0.0,0.755,0.345,92.99,200740,4,,8
4472,Billie Eilish,No Time To Die,No Time To Die,73SpzrcaHk0RQPFP73vqVR,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,242265,4,,2
4473,Nelli Matula,Sukupuuttoon,Sukupuuttoon,3lDA67ufRf39P2P7SqK6Cf,0.345,0.671,5,-5.286,1,0.0404,0.0863,2.03e-06,0.0947,0.16,185.741,227656,4,,3
4474,Evelina,Hitaasti,Hitaasti,3t37QkiFveNron3awrhj6C,0.435,0.591,8,-5.117,1,0.0543,0.219,2.15e-06,0.17,0.396,95.578,212315,4,,5
4475,Dua Lipa,Physical,Physical,5px6upUHM3fhOP621Edp4V,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.962,193829,4,,1
4476,Lady Gaga,Stupid Love,Stupid Love,2kJu14V7hbZw3I4K8L8SXb,0.676,0.815,8,-4.294,1,0.0625,0.00146,0.00041,0.275,0.796,117.973,193531,4,,5
4477,Powfu,death bed (coffee for your head),death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,173333,4,,8
4478,Travis Scott,Birds In The Trap Sing McKnight,beibs in the trap,0ESJlaM8CE1jRWaNtwSNj8,0.743,0.571,7,-6.054,0,0.145,0.24,0.0,0.291,0.495,119.054,213863,4,,0
4479,Twenty One Pilots,Blurryface,Doubt,57yL3161hUMuw06zzzUCHi,0.719,0.645,2,-6.141,0,0.0358,0.121,0.00316,0.362,0.69,123.02,191493,4,,0
4480,Jamelia,Thank You,Superstar,3oobWqIgYrSRg18uqRuPIF,0.801,0.645,1,-6.93,1,0.0356,0.0457,0.0,0.0357,0.824,110.01,215480,4,,1
4481,Six,Six: The Musical (Studio Cast Recording),All You Wanna Do,1U0hiOuodfSsxdcTYXGEdT,0.738,0.532,11,-7.967,0,0.187,0.302,0.0,0.0855,0.596,143.991,410089,4,,0
4482,ilyTOMMY,Tunnel of Love (Remix),Tunnel of Love - Remix,7fDKNpxKgp9KsDoDFCN08w,0.825,0.845,5,-8.201,1,0.169,0.265,0.0,0.0967,0.786,160.004,216000,4,,5
4483,Young Curt,"This Shyt Dont Stop, Vol.1",No Bitch,6hx8VIXvCkgqYaaYYtLHGv,0.878,0.483,1,-9.748,1,0.382,0.0288,0.0,0.144,0.532,100.009,193400,4,,4
4484,Wintertime,All The Time 2,All The Time 2,70nCo80jsbSeGtQWiUGajl,0.879,0.268,1,-12.133,1,0.333,0.805,0.0187,0.102,0.036,114.928,150271,4,,2
4485,LLusion,Did Too Much,Did Too Much,6CjXprEeDRVgH09AqkhGN7,0.973,0.473,2,-15.278,0,0.462,0.415,0.962,0.114,0.502,115.035,116870,4,,4
4486,Tate McRae,stupid,stupid,4k3uABcX9iaGlt5pRJhumi,0.673,0.58,0,-6.029,0,0.0416,0.0692,8.52e-05,0.186,0.257,95.989,172916,4,,0
4487,YG,4REAL 4REAL,Stop Snitchin,5IjRKZlpKVBBRn0COL7pik,0.842,0.743,7,-4.43,1,0.329,0.00531,3.69e-06,0.151,0.622,180.917,149880,4,,4
4488,Freddo,Yes Indeed (Gypsy Woman Mix),Yes Indeed - Gypsy Woman Mix,7bTXFmcdZuWNZ6R7JhsQCk,0.957,0.334,1,-9.464,1,0.274,0.00989,0.0,0.0519,0.779,128.98,98926,4,,4
4489,Polo G,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),74fV8TuLZKVzSIOOGu8wwI,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,165726,4,,4
4490,Sueco,MISCREANT,dork,1izX2DJ0C4ULbe6ptR9Nz3,0.753,0.538,10,-10.704,1,0.31,0.2,2.89e-05,0.153,0.607,84.034,172000,4,,4
4491,Toby Fox,UNDERTALE Soundtrack,Shop,4aMrd3aAnuVgGbwdmAQWY4,0.696,0.301,8,-12.647,1,0.032,0.984,0.624,0.17,0.848,154.929,50274,4,,2
4492,Todrick Hall,"Haus Party, Pt. 1",Attention,2nKIgJjtaf2SMMkNBEMy59,0.859,0.908,1,-6.086,1,0.131,0.355,0.0,0.202,0.818,134.946,176247,4,,1
4493,Clairo,diary 001,Hello?,7qwt4xUIqQWCu1DJf96g2k,0.839,0.473,10,-7.835,0,0.0607,0.641,0.000459,0.0939,0.0644,98.732,135016,4,,2
4494,Yung Gravy,Snow Cougar,Mr. Clean,5GxnROd93Y7NGt2ci0TwBw,0.758,0.701,9,-6.053,1,0.162,0.685,6.22e-06,0.114,0.626,106.74,211150,4,,5
4495,Freddie Dredd,Cha Cha,Cha Cha,1vvBUZseJ7fwYPX1NedOLd,0.792,0.698,1,-6.364,1,0.172,0.489,0.0788,0.127,0.751,129.971,173938,4,,1
